n_secs,dim,filename,loca_type,data_split
12018,70,1.5inch-#2000_csv_Run-345.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1862.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1791.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-478.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1497.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1902.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-920.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-818.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1096.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1568.parquet,1.5inch,test
20001,70,1.0inch-#2000_csv_Run-1715.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-336.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1254.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1648.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1429.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-443.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-447.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-496.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1585.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-1558.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-036.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1349.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-384.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-1641.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1690.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-560.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1237.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-012.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1973.parquet,0.5inch,val
20001,70,0.5inch-#2000_csv_Run-262.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1675.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1902.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-166.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1555.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-817.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-364.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1982.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-485.parquet,1.5inch,test
20001,70,1.0inch-#2000_csv_Run-289.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-920.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-833.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-160.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-153.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-354.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-914.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-1373.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1121.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-1986.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-717.parquet,0.5inch,train
14222,70,1.5inch-#2000_csv_Run-889.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-791.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-505.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-534.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-461.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-976.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-078.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1753.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1514.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-722.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-842.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1998.parquet,1.5inch,train
11488,70,1.5inch-#2000_csv_Run-1766.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-183.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-1738.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1136.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-417.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1520.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-032.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1397.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-1611.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1709.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-104.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-932.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1906.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1578.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-935.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-905.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1423.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-1743.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1351.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-859.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1747.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-1296.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-572.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1831.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1851.parquet,1.0inch,train
16048,70,1.5inch-#2000_csv_Run-1687.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1310.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1936.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1553.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1829.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1433.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-801.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1450.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-085.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-959.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1542.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-788.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-045.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1885.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1859.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-437.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1921.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-172.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-661.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1270.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-916.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-005.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-049.parquet,0.5inch,test
20001,70,1.5inch-#2000_csv_Run-1286.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-439.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1052.parquet,0.5inch,val
18004,70,1.5inch-#2000_csv_Run-1045.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-288.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1933.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1367.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-033.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-194.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-295.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-293.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-298.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-139.parquet,1.5inch,train
11084,70,1.5inch-#2000_csv_Run-1268.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-869.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1235.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1559.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-726.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-648.parquet,1.0inch,val
10304,70,1.5inch-#2000_csv_Run-1170.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-055.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-761.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-994.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-876.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1665.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1667.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1191.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-1952.parquet,0.5inch,test
20001,70,0.5inch-#2000_csv_Run-619.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1698.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-597.parquet,0.5inch,test
20001,70,1.5inch-#2000_csv_Run-188.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1701.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-303.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-930.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-300.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1589.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1948.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-1625.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1758.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-234.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-427.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1112.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-305.parquet,0.5inch,test
11584,70,1.5inch-#2000_csv_Run-228.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1371.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1555.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1858.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1648.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1045.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1793.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-991.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-395.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-166.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1351.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-084.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1583.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1395.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-032.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-083.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-521.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1249.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-1109.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1764.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-694.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-1442.parquet,1.5inch,test
20001,70,1.0inch-#2000_csv_Run-419.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1812.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1340.parquet,1.5inch,test
20001,70,1.0inch-#2000_csv_Run-850.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-474.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-431.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1882.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-435.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1218.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-885.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-579.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-202.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-265.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-724.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1142.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1017.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-676.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-1225.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1029.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-912.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-103.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1453.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1128.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1407.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1258.parquet,0.5inch,val
20001,70,0.5inch-#2000_csv_Run-1890.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-933.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1489.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-774.parquet,1.5inch,train
12317,70,1.5inch-#2000_csv_Run-152.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-301.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-070.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-627.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1136.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-573.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1728.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-178.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1045.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-396.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1960.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-1472.parquet,0.5inch,train
19776,70,1.5inch-#2000_csv_Run-608.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-392.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-763.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1765.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-624.parquet,0.5inch,test
20001,70,0.5inch-#2000_csv_Run-1434.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-837.parquet,1.0inch,val
20001,70,1.5inch-#2000_csv_Run-676.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-355.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1802.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-048.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1976.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-189.parquet,0.5inch,train
13416,70,1.5inch-#2000_csv_Run-008.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-230.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-005.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1598.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-559.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1901.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-1319.parquet,0.5inch,train
18194,70,1.5inch-#2000_csv_Run-528.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-1455.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-1244.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1919.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-636.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-498.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-664.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-852.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1291.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-024.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-244.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-015.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1478.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-529.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-1478.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-208.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1260.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-922.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1966.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1652.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1820.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1811.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-356.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1282.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1832.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1661.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1705.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-880.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-290.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1605.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-1051.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-220.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1750.parquet,0.5inch,val
12922,70,1.5inch-#2000_csv_Run-705.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-887.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-434.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-841.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-016.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1488.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1207.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1309.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1297.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-037.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-1891.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-217.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1363.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-068.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-512.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1968.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-358.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1566.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1004.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-233.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1630.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-174.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1286.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-872.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-733.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-527.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1076.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1576.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-266.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1746.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1847.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1309.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1011.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1358.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-444.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-711.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-425.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-057.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1479.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1173.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-956.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-665.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-554.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1770.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1758.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-834.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1098.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-934.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-538.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-1454.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1335.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-008.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1069.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1612.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-416.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1926.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-919.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1522.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-377.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-983.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-308.parquet,0.5inch,test
16135,70,1.5inch-#2000_csv_Run-1876.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-581.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1573.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1487.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-260.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1941.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-1513.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-752.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-203.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1399.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-076.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-796.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-963.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-405.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-155.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-155.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1494.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1658.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1025.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-1392.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1490.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1117.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-727.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-494.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1796.parquet,0.5inch,test
20001,70,0.5inch-#2000_csv_Run-335.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1058.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1169.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1398.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-200.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-413.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1560.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1164.parquet,1.0inch,val
13846,70,1.5inch-#2000_csv_Run-884.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1237.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-559.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-965.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1849.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-768.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-645.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-700.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1337.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1975.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-703.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-1963.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-247.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-371.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-632.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1499.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1830.parquet,1.0inch,train
11833,70,1.5inch-#2000_csv_Run-1790.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-910.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-467.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1742.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-322.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-807.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-791.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-681.parquet,0.5inch,test
20001,70,0.5inch-#2000_csv_Run-860.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-635.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1785.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-121.parquet,0.5inch,test
20001,70,1.5inch-#2000_csv_Run-1109.parquet,1.5inch,train
